Age,Gender,Grade_Level,Math_Score,Writing_Score,Attendance_Rate,Extracurriculars,Graduation_Year,Graduation_Month,Academic_Average,Grade_Age_Gap,Graduation_Distance,Attendance_Band,Literacy_Level
9,Male,3,98.4,90.7,99.6,None,2033,7,94.55000000000001,-1,7,High,High
9,Female,4,73.0,77.1,94.9,Science Club,2032,7,75.05,0,6,Medium,Medium
16,Male,10,76.7,74.2,97.1,Sports,2026,7,75.45,-1,0,High,Medium
18,Female,12,41.9,54.7,87.9,Sports,2024,6,48.3,-1,-2,Medium,Low
14,Female,10,53.7,67.7,88.4,Sports,2026,7,60.7,1,0,Medium,Medium
17,Male,11,84.6,75.3,89.8,None,2025,6,79.94999999999999,-1,-1,Medium,Medium
17,Male,12,70.3,67.1,90.3,Science Club,2024,6,68.69999999999999,0,-2,Medium,Medium
12,Male,7,37.3,49.2,86.0,Art,2029,7,43.25,0,3,Medium,Low
16,Male,10,81.6,81.0,97.3,Sports,2026,7,81.3,-1,0,High,High
10,Male,4,57.8,69.0,95.4,None,2032,6,63.4,-1,6,High,Medium
11,Male,6,87.2,86.9,89.5,Sports,2030,7,87.05000000000001,0,4,Medium,High
12,Female,7,64.7,64.1,94.2,None,2029,6,64.4,0,3,Medium,Medium
18,Female,12,69.1,73.5,92.1,None,2024,6,71.3,-1,-2,Medium,Medium
17,Female,12,83.7,76.6,94.6,Music,2024,7,80.15,0,-2,Medium,Medium
12,Male,6,52.5,59.1,84.3,Art,2030,6,55.8,-1,4,Low,Medium
14,Male,8,51.1,52.8,90.3,Sports,2028,7,51.95,-1,2,Medium,Low
8,Male,2,63.1,70.8,90.7,Music,2034,7,66.95,-1,8,Medium,Medium
16,Male,11,78.4,74.3,94.1,None,2025,7,76.35,0,-1,Medium,Medium
13,Female,7,46.0,55.9,87.9,Science Club,2029,7,50.95,-1,3,Medium,Low
12,Male,6,41.0,56.4,78.5,None,2030,7,48.7,-1,4,Low,Low
15,Male,11,78.4,73.8,85.6,Art,2025,6,76.1,1,-1,Medium,Medium
14,Female,10,57.0,58.5,90.7,Music,2026,7,57.75,1,0,Medium,Low
6,Male,2,60.1,64.3,91.3,None,2034,6,62.2,1,8,Medium,Medium
9,Male,3,38.1,47.8,99.4,Art,2033,7,42.95,-1,7,High,Low
8,Male,3,55.8,65.0,93.9,Sports,2033,7,60.4,0,7,Medium,Medium
15,Female,10,65.9,64.9,91.4,Art,2026,7,65.4,0,0,Medium,Medium
6,Female,1,80.0,71.3,90.8,Science Club,2035,6,75.65,0,9,Medium,Medium
8,Male,3,54.4,65.6,96.5,None,2033,7,60.0,0,7,High,Medium
13,Female,8,90.9,82.0,88.0,Music,2028,6,86.45,0,2,Medium,High
15,Female,10,55.7,65.1,90.3,None,2026,7,60.4,0,0,Medium,Low
12,Female,8,55.8,60.0,85.6,Music,2028,7,57.9,1,2,Medium,Low
17,Male,12,89.1,79.1,98.1,Music,2024,7,84.1,0,-2,High,Medium
17,Male,12,69.2,69.1,93.0,Sports,2024,6,69.15,0,-2,Medium,Medium
7,Female,3,57.7,64.0,87.5,None,2033,6,60.85,1,7,Medium,Medium
18,Male,12,63.7,73.2,90.4,Music,2024,6,68.45,-1,-2,Medium,Medium
13,Female,8,86.3,78.2,93.5,Art,2028,7,82.25,0,2,Medium,Medium
14,Female,8,88.0,69.7,89.7,Sports,2028,7,78.85,-1,2,Medium,Medium
7,Male,3,53.7,63.1,88.3,Science Club,2033,7,58.400000000000006,1,7,Medium,Medium
14,Female,10,65.4,70.1,87.7,None,2026,7,67.75,1,0,Medium,Medium
15,Female,11,67.4,62.7,92.7,Music,2025,6,65.05000000000001,1,-1,Medium,Medium
13,Female,7,51.2,61.9,89.2,None,2029,6,56.55,-1,3,Medium,Low
7,Male,2,65.2,58.1,88.7,Sports,2034,6,61.650000000000006,0,8,Medium,Medium
12,Female,8,66.1,66.6,84.3,Sports,2028,6,66.35,1,2,Low,Medium
18,Female,12,83.1,76.5,91.4,Science Club,2024,7,79.8,-1,-2,Medium,Medium
15,Female,11,84.1,67.6,90.1,None,2025,7,75.85,1,-1,Medium,Medium
7,Female,1,61.1,59.5,89.4,Music,2035,6,60.3,-1,9,Medium,Low
18,Female,12,62.8,68.8,92.0,Art,2024,7,65.8,-1,-2,Medium,Medium
18,Male,12,76.0,73.0,94.7,Music,2024,6,74.5,-1,-2,Medium,Medium
8,Male,3,57.2,59.1,94.5,Art,2033,6,58.150000000000006,0,7,Medium,Low
16,Male,11,74.8,69.8,93.8,Science Club,2025,6,72.3,0,-1,Medium,Medium
11,Female,6,64.7,65.4,89.8,None,2030,6,65.05000000000001,0,4,Medium,Medium
13,Female,8,51.5,61.3,88.2,Art,2028,6,56.4,0,2,Medium,Medium
11,Female,7,51.6,60.8,85.8,Science Club,2029,7,56.2,1,3,Medium,Low
16,Male,10,87.7,80.5,88.0,Science Club,2026,7,84.1,-1,0,Medium,Medium
18,Female,12,63.7,57.0,91.1,Music,2024,6,60.35,-1,-2,Medium,Low
16,Female,12,90.6,80.8,87.1,Music,2024,6,85.69999999999999,1,-2,Medium,High
18,Male,12,58.3,58.9,91.5,None,2024,6,58.599999999999994,-1,-2,Medium,Low
18,Female,12,70.4,69.6,86.2,Sports,2024,6,70.0,-1,-2,Medium,Medium
7,Female,1,100.0,85.7,82.7,None,2035,7,92.85,-1,9,Low,High
9,Female,5,50.1,60.6,95.1,Sports,2031,7,55.35,1,5,High,Medium
15,Male,10,37.5,50.4,88.6,None,2026,6,43.95,0,0,Medium,Low
13,Female,7,85.3,81.8,86.8,Sports,2029,6,83.55,-1,3,Medium,High
6,Female,1,53.6,62.1,85.5,None,2035,7,57.85,0,9,Medium,Medium
7,Female,3,65.7,67.3,93.1,Science Club,2033,6,66.5,1,7,Medium,Medium
12,Female,6,57.2,62.3,97.9,Sports,2030,7,59.75,-1,4,High,Medium
14,Other,8,70.0,63.4,89.0,Science Club,2028,7,66.7,-1,2,Medium,Medium
8,Male,4,51.7,62.8,89.9,Science Club,2032,7,57.25,1,6,Medium,Medium
8,Female,2,63.3,62.4,96.4,Music,2034,7,62.849999999999994,-1,8,High,Medium
7,Male,3,72.7,69.5,81.9,Music,2033,6,71.1,1,7,Low,Medium
13,Other,9,50.9,56.7,100.0,None,2027,7,53.8,1,1,High,Low
6,Male,2,55.5,61.9,100.0,None,2034,7,58.7,1,8,High,Medium
13,Male,9,60.8,63.4,77.5,Music,2027,7,62.099999999999994,1,1,Low,Medium
12,Female,6,44.6,55.1,90.5,None,2030,7,49.85,-1,4,Medium,Low
12,Male,6,59.7,68.9,87.4,Music,2030,7,64.30000000000001,-1,4,Medium,Medium
14,Female,9,67.8,65.5,89.7,Sports,2027,7,66.65,0,1,Medium,Medium
12,Male,7,60.0,66.2,88.9,Science Club,2029,6,63.1,0,3,Medium,Medium
15,Female,11,61.9,63.0,95.1,Sports,2025,6,62.45,1,-1,High,Medium
15,Female,11,65.7,64.4,90.4,Music,2025,7,65.05000000000001,1,-1,Medium,Medium
17,Male,12,56.2,61.5,86.4,Art,2024,6,58.85,0,-2,Medium,Medium
16,Female,12,76.4,68.7,90.1,Music,2024,7,72.55000000000001,1,-2,Medium,Medium
12,Male,7,87.5,80.1,93.6,Sports,2029,6,83.8,0,3,Medium,Medium
12,Female,7,59.0,65.2,85.1,None,2029,6,62.1,0,3,Medium,Medium
9,Female,4,73.3,66.2,82.8,Art,2032,7,69.75,0,6,Low,Medium
13,Female,8,62.4,61.6,100.0,None,2028,7,62.0,0,2,High,Medium
7,Male,1,71.5,75.5,87.8,Science Club,2035,7,73.5,-1,9,Medium,High
18,Male,12,89.5,75.0,90.3,Art,2024,6,82.25,-1,-2,Medium,Medium
16,Female,11,73.6,74.5,89.0,Music,2025,6,74.05,0,-1,Medium,Medium
7,Female,3,39.4,49.5,93.7,None,2033,7,44.45,1,7,Medium,Low
16,Female,11,72.8,70.8,99.9,Sports,2025,7,71.8,0,-1,High,Medium
7,Male,3,84.5,77.2,93.9,Music,2033,7,80.85,1,7,Medium,Medium
15,Male,11,62.7,70.2,83.4,None,2025,7,66.45,1,-1,Low,Medium
7,Female,2,80.9,73.8,84.1,None,2034,7,77.35,0,8,Low,Medium
12,Male,7,55.6,57.4,89.0,Science Club,2029,6,56.5,0,3,Medium,Low
14,Male,8,43.7,49.1,89.7,Sports,2028,6,46.400000000000006,-1,2,Medium,Low
15,Female,11,68.1,64.2,82.4,Sports,2025,6,66.15,1,-1,Low,Medium
11,Male,7,39.7,50.4,95.1,Art,2029,7,45.05,1,3,High,Low
17,Female,12,62.4,66.2,85.6,None,2024,6,64.3,0,-2,Medium,Medium
16,Male,12,85.3,84.5,98.5,Art,2024,7,84.9,1,-2,High,High
8,Female,4,37.4,51.3,100.0,Sports,2032,6,44.349999999999994,1,6,High,Low
14,Female,10,46.8,63.1,89.8,Sports,2026,6,54.95,1,0,Medium,Medium
15,Female,10,50.5,57.8,93.2,Science Club,2026,7,54.15,0,0,Medium,Low
10,Male,4,65.1,61.8,84.8,Science Club,2032,6,63.449999999999996,-1,6,Low,Medium
15,Female,9,60.5,62.5,94.1,Sports,2027,7,61.5,-1,1,Medium,Low
17,Female,11,87.0,82.6,88.5,Sports,2025,7,84.8,-1,-1,Medium,High
16,Male,11,80.3,77.9,85.6,Music,2025,7,79.1,0,-1,Medium,Medium
15,Male,11,73.4,71.0,89.6,Sports,2025,6,72.2,1,-1,Medium,Medium
14,Male,9,68.2,66.8,88.7,Art,2027,7,67.5,0,1,Medium,Medium
9,Female,3,71.9,68.2,89.4,Sports,2033,7,70.05000000000001,-1,7,Medium,Medium
16,Female,10,53.1,53.3,95.7,Science Club,2026,6,53.2,-1,0,High,Low
10,Female,6,78.9,74.6,87.1,None,2030,7,76.75,1,4,Medium,Medium
12,Female,8,49.3,57.0,99.7,None,2028,6,53.15,1,2,High,Low
10,Female,5,78.5,70.5,84.4,None,2031,6,74.5,0,5,Low,Medium
10,Male,6,83.8,75.5,99.1,Music,2030,6,79.65,1,4,High,Medium
8,Male,4,69.2,69.0,85.9,Sports,2032,7,69.1,1,6,Medium,Medium
18,Female,12,63.4,66.2,91.0,Music,2024,7,64.8,-1,-2,Medium,Medium
7,Male,3,72.0,72.5,88.5,None,2033,6,72.25,1,7,Medium,Medium
7,Female,2,23.1,44.6,89.3,Sports,2034,6,33.85,0,8,Medium,Low
18,Female,12,70.5,68.2,95.0,Music,2024,7,69.35,-1,-2,Medium,Medium
13,Male,8,64.3,64.6,98.5,Music,2028,7,64.44999999999999,0,2,High,Medium
11,Female,5,65.2,69.9,97.0,Sports,2031,7,67.55000000000001,-1,5,High,Medium
15,Male,10,76.6,67.3,89.0,None,2026,6,71.94999999999999,0,0,Medium,Medium
10,Female,5,64.9,68.4,91.9,Science Club,2031,6,66.65,0,5,Medium,Medium
7,Female,2,48.9,61.2,87.1,Art,2034,6,55.05,0,8,Medium,Low
15,Female,10,63.9,60.1,86.0,None,2026,7,62.0,0,0,Medium,Medium
8,Male,3,67.0,67.6,85.3,Sports,2033,7,67.3,0,7,Medium,Medium
13,Male,8,67.7,70.9,88.8,Sports,2028,7,69.30000000000001,0,2,Medium,Medium
18,Male,12,68.4,67.8,92.2,Music,2024,6,68.1,-1,-2,Medium,Medium
18,Male,12,81.6,79.1,81.4,Science Club,2024,7,80.35,-1,-2,Low,Medium
10,Male,5,49.7,59.6,90.8,Science Club,2031,7,54.650000000000006,0,5,Medium,Low
16,Male,12,68.6,64.5,98.6,Sports,2024,6,66.55,1,-2,High,Medium
13,Other,8,85.3,79.4,96.6,None,2028,6,82.35,0,2,High,Medium
12,Male,7,40.0,54.5,88.1,Music,2029,7,47.25,0,3,Medium,Low
7,Male,1,68.7,76.1,84.0,Music,2035,7,72.4,-1,9,Low,Medium
10,Female,4,57.2,62.4,93.3,Science Club,2032,7,59.8,-1,6,Medium,Medium
14,Female,9,60.4,69.1,79.4,None,2027,6,64.75,0,1,Low,Medium
18,Female,12,52.4,56.0,96.6,Science Club,2024,6,54.2,-1,-2,High,Low
6,Female,1,63.5,64.2,89.9,None,2035,7,63.85,0,9,Medium,Medium
15,Female,10,93.6,85.7,100.0,Sports,2026,7,89.65,0,0,High,High
17,Female,12,47.0,53.8,82.4,Science Club,2024,6,50.4,0,-2,Low,Low
18,Female,12,48.5,51.0,95.6,None,2024,6,49.75,-1,-2,High,Low
11,Female,5,46.5,57.2,90.5,Art,2031,6,51.85,-1,5,Medium,Low
7,Male,1,91.9,94.0,89.3,Music,2035,7,92.95,-1,9,Medium,High
9,Male,3,59.1,58.8,84.2,None,2033,6,58.95,-1,7,Low,Low
17,Male,12,65.6,65.6,94.0,Sports,2024,6,65.6,0,-2,Medium,Medium
17,Male,11,60.0,58.9,94.4,Art,2025,7,59.45,-1,-1,Medium,Medium
14,Female,9,51.8,57.5,99.9,None,2027,7,54.65,0,1,High,Low
7,Male,1,62.5,71.1,96.0,None,2035,6,66.8,-1,9,High,Medium
7,Male,3,100.0,82.1,88.0,None,2033,6,91.05,1,7,Medium,High
12,Male,8,86.9,79.6,86.0,None,2028,6,83.25,1,2,Medium,Medium
13,Female,7,53.2,57.2,84.2,Sports,2029,6,55.2,-1,3,Low,Low
6,Male,1,75.7,72.6,98.4,None,2035,6,74.15,0,9,High,Medium
14,Female,8,53.5,57.0,87.1,Art,2028,7,55.25,-1,2,Medium,Low
13,Female,8,39.4,54.6,98.4,Science Club,2028,6,47.0,0,2,High,Low
6,Male,2,81.3,82.5,93.6,Music,2034,7,81.9,1,8,Medium,High
7,Female,2,83.4,77.8,92.6,None,2034,6,80.6,0,8,Medium,Medium
11,Male,7,81.7,69.5,89.5,Science Club,2029,7,75.6,1,3,Medium,Medium
15,Male,10,59.0,60.2,94.3,None,2026,7,59.6,0,0,Medium,Medium
16,Female,10,63.5,60.8,90.9,Sports,2026,7,62.15,-1,0,Medium,Medium
11,Female,6,77.2,73.1,89.2,Sports,2030,7,75.15,0,4,Medium,Medium
9,Male,3,71.9,71.6,94.5,Art,2033,6,71.75,-1,7,Medium,Medium
18,Female,12,60.1,63.2,90.3,Sports,2024,7,61.650000000000006,-1,-2,Medium,Medium
11,Male,5,41.7,55.9,87.0,Science Club,2031,7,48.8,-1,5,Medium,Low
10,Female,5,67.7,69.6,94.0,Music,2031,6,68.65,0,5,Medium,Medium
11,Female,6,82.2,76.5,90.7,Art,2030,6,79.35,0,4,Medium,Medium
6,Female,1,48.0,55.3,93.4,Sports,2035,7,51.65,0,9,Medium,Low
9,Female,4,75.6,70.4,88.7,Sports,2032,6,73.0,0,6,Medium,Medium
12,Male,7,71.0,67.7,85.0,Science Club,2029,7,69.35,0,3,Low,Medium
17,Female,11,77.3,73.1,99.7,Music,2025,7,75.19999999999999,-1,-1,High,Medium
15,Female,9,79.1,62.6,98.7,Sports,2027,6,70.85,-1,1,High,Medium
16,Female,10,55.6,65.0,95.4,Sports,2026,7,60.3,-1,0,High,Medium
13,Male,7,41.7,60.7,89.1,Sports,2029,7,51.2,-1,3,Medium,Medium
7,Male,2,58.0,62.4,89.5,Science Club,2034,6,60.2,0,8,Medium,Medium
11,Male,5,79.3,81.9,97.9,Sports,2031,7,80.6,-1,5,High,High
18,Male,12,57.9,63.4,89.2,Music,2024,6,60.65,-1,-2,Medium,Medium
6,Male,1,55.6,64.6,87.8,Science Club,2035,6,60.099999999999994,0,9,Medium,Medium
17,Male,12,38.7,51.3,100.0,Art,2024,7,45.0,0,-2,High,Low
14,Female,10,92.3,87.4,90.8,Science Club,2026,7,89.85,1,0,Medium,High
9,Male,4,78.4,73.4,99.8,Music,2032,6,75.9,0,6,High,Medium
16,Female,12,77.5,77.8,84.0,None,2024,6,77.65,1,-2,Low,Medium
16,Female,10,80.5,76.6,93.6,Art,2026,6,78.55,-1,0,Medium,Medium
6,Female,1,74.7,65.7,100.0,Music,2035,6,70.2,0,9,High,Medium
7,Male,1,62.3,65.2,91.1,None,2035,6,63.75,-1,9,Medium,Medium
14,Female,8,63.5,69.9,89.7,Science Club,2028,7,66.7,-1,2,Medium,Medium
18,Female,12,59.6,70.4,85.2,Science Club,2024,6,65.0,-1,-2,Medium,Medium
6,Female,1,100.0,85.4,96.4,None,2035,6,92.7,0,9,High,High
14,Female,10,74.3,68.4,87.1,Sports,2026,6,71.35,1,0,Medium,Medium
7,Female,1,59.0,62.3,90.5,None,2035,7,60.65,-1,9,Medium,Medium
14,Female,10,73.0,73.1,84.8,Science Club,2026,7,73.05,1,0,Low,Medium
14,Female,10,50.8,53.0,98.8,Music,2026,7,51.9,1,0,High,Low
7,Male,3,88.6,79.2,96.8,Music,2033,6,83.9,1,7,High,Medium
14,Female,8,56.1,56.1,90.8,Sports,2028,7,56.1,-1,2,Medium,Low
17,Male,12,73.5,65.3,85.2,None,2024,7,69.4,0,-2,Medium,Medium
17,Female,12,82.0,78.4,98.7,Sports,2024,7,80.2,0,-2,High,High
6,Female,2,71.8,74.3,89.2,Music,2034,7,73.05,1,8,Medium,Medium
9,Male,4,67.4,65.9,85.5,Science Club,2032,7,66.65,0,6,Medium,Low
9,Female,5,66.2,65.2,82.2,None,2031,7,65.7,1,5,Low,Medium
11,Male,6,65.2,64.8,87.8,Sports,2030,7,65.0,0,4,Medium,Medium
7,Male,1,57.3,67.8,83.7,None,2035,7,62.55,-1,9,Low,Medium
17,Male,12,59.3,65.6,87.9,Art,2024,7,62.449999999999996,0,-2,Medium,Medium
16,Male,10,88.2,77.7,94.7,None,2026,7,82.95,-1,0,Medium,Medium
16,Male,12,64.4,64.7,89.1,Sports,2024,6,64.55000000000001,1,-2,Medium,Medium
8,Male,2,54.2,59.7,92.8,Sports,2034,7,56.95,-1,8,Medium,Medium
6,Female,1,58.3,66.3,87.4,Science Club,2035,6,62.3,0,9,Medium,Medium
17,Female,12,82.5,72.6,91.3,Sports,2024,7,77.55,0,-2,Medium,Medium
9,Male,4,76.1,71.5,100.0,Art,2032,6,73.8,0,6,High,Medium
14,Female,8,74.4,72.8,89.3,Sports,2028,7,73.6,-1,2,Medium,Medium
17,Male,12,62.1,64.1,92.9,None,2024,7,63.099999999999994,0,-2,Medium,Medium
6,Female,2,74.6,71.4,83.2,None,2034,7,73.0,1,8,Low,Medium
6,Male,2,56.3,61.5,98.6,None,2034,6,58.9,1,8,High,Medium
6,Female,1,62.1,63.1,88.6,None,2035,7,62.6,0,9,Medium,Medium
8,Male,3,80.5,71.4,96.3,None,2033,7,75.95,0,7,High,Medium
6,Female,1,79.1,75.0,90.4,Art,2035,6,77.05,0,9,Medium,Medium
16,Male,11,51.3,63.1,94.1,Music,2025,6,57.2,0,-1,Medium,Medium
13,Female,7,53.2,60.6,94.4,None,2029,7,56.900000000000006,-1,3,Medium,Medium
18,Male,12,67.6,59.0,88.7,None,2024,7,63.3,-1,-2,Medium,Low
16,Female,10,91.9,80.6,96.5,None,2026,7,86.25,-1,0,High,High
18,Female,12,37.3,50.0,87.2,None,2024,6,43.65,-1,-2,Medium,Low
9,Female,3,70.2,67.0,94.9,Sports,2033,6,68.6,-1,7,Medium,Medium
9,Female,3,45.4,54.2,89.0,None,2033,7,49.8,-1,7,Medium,Low
17,Other,12,56.5,66.0,92.7,None,2024,7,61.25,0,-2,Medium,Medium
9,Male,4,60.5,63.5,88.7,Science Club,2032,7,62.0,0,6,Medium,Medium
6,Male,1,59.7,63.3,91.2,None,2035,6,61.5,0,9,Medium,Medium
14,Male,9,58.0,63.5,85.6,Art,2027,6,60.75,0,1,Medium,Medium
16,Male,12,66.1,71.3,92.2,None,2024,6,68.69999999999999,1,-2,Medium,Medium
18,Female,12,58.0,56.3,91.2,Sports,2024,7,57.15,-1,-2,Medium,Low
18,Other,12,44.1,58.0,88.3,None,2024,7,51.05,-1,-2,Medium,Low
7,Other,3,77.7,73.1,90.7,Sports,2033,6,75.4,1,7,Medium,Medium
16,Female,11,77.3,78.5,91.7,Music,2025,6,77.9,0,-1,Medium,High
16,Female,12,78.6,71.8,87.9,Sports,2024,7,75.19999999999999,1,-2,Medium,Medium
15,Female,10,42.9,54.7,90.4,Art,2026,6,48.8,0,0,Medium,Low
16,Female,10,70.5,68.5,86.0,Music,2026,6,69.5,-1,0,Medium,Medium
16,Male,12,76.1,75.0,100.0,None,2024,6,75.55,1,-2,High,Medium
11,Female,5,50.5,56.5,96.3,Art,2031,7,53.5,-1,5,High,Low
6,Female,2,66.1,63.7,92.4,None,2034,7,64.9,1,8,Medium,Medium
11,Male,5,64.3,65.3,96.9,Music,2031,7,64.8,-1,5,High,Medium
8,Male,2,93.6,85.4,81.1,Sports,2034,6,89.5,-1,8,Low,High
7,Other,2,94.9,88.1,78.2,None,2034,7,91.5,0,8,Low,High
7,Other,3,41.0,54.7,89.0,None,2033,7,47.85,1,7,Medium,Low
15,Female,10,100.0,79.3,84.1,Art,2026,6,89.65,0,0,Low,Medium
12,Female,6,52.3,52.8,89.8,None,2030,7,52.55,-1,4,Medium,Low
13,Male,7,80.7,77.3,92.0,None,2029,6,79.0,-1,3,Medium,Medium
15,Male,11,80.6,73.3,95.6,Science Club,2025,7,76.94999999999999,1,-1,High,Medium
13,Female,9,51.1,53.9,85.3,None,2027,7,52.5,1,1,Medium,Low
14,Female,8,73.4,71.4,93.0,None,2028,7,72.4,-1,2,Medium,Medium
7,Female,2,64.4,61.6,91.1,Science Club,2034,7,63.0,0,8,Medium,Medium
17,Female,11,74.3,71.5,92.7,Music,2025,7,72.9,-1,-1,Medium,Medium
11,Male,5,69.5,65.4,88.4,Sports,2031,7,67.45,-1,5,Medium,Medium
8,Female,4,83.9,78.0,97.9,Music,2032,6,80.95,1,6,High,Medium
16,Male,11,67.1,65.0,90.5,None,2025,6,66.05,0,-1,Medium,Medium
15,Male,9,63.5,61.5,99.9,None,2027,7,62.5,-1,1,High,Medium
6,Male,1,82.4,73.7,87.0,Music,2035,6,78.05000000000001,0,9,Medium,Medium
8,Male,3,74.7,70.0,94.7,Science Club,2033,7,72.35,0,7,Medium,Medium
6,Female,1,77.0,76.4,90.7,Sports,2035,7,76.7,0,9,Medium,Medium
9,Male,4,56.0,64.3,89.4,Music,2032,6,60.15,0,6,Medium,Medium
7,Male,1,50.3,55.6,94.2,None,2035,7,52.95,-1,9,Medium,Low
15,Female,9,57.5,65.2,89.5,Art,2027,6,61.35,-1,1,Medium,Medium
12,Female,8,56.7,71.7,77.7,Music,2028,6,64.2,1,2,Low,Medium
18,Male,12,77.8,75.4,75.7,Art,2024,7,76.6,-1,-2,Low,Medium
15,Male,9,80.6,73.2,97.4,Music,2027,6,76.9,-1,1,High,Medium
13,Male,9,63.7,68.4,97.2,None,2027,6,66.05000000000001,1,1,High,Medium
12,Female,7,87.5,78.9,100.0,None,2029,6,83.2,0,3,High,Medium
6,Male,2,86.5,79.7,90.9,Science Club,2034,7,83.1,1,8,Medium,Medium
6,Male,2,69.7,62.5,84.5,Science Club,2034,6,66.1,1,8,Low,Medium
14,Male,9,53.7,58.2,88.9,Music,2027,6,55.95,0,1,Medium,Low
6,Female,1,89.6,77.2,91.1,Art,2035,6,83.4,0,9,Medium,Medium
6,Male,1,65.1,63.0,86.0,Music,2035,7,64.05,0,9,Medium,Low
8,Female,4,67.9,66.9,99.2,Sports,2032,6,67.4,1,6,High,Medium
17,Male,11,60.9,64.5,100.0,None,2025,6,62.7,-1,-1,High,Medium
11,Female,5,52.7,62.6,93.4,Art,2031,7,57.650000000000006,-1,5,Medium,Medium
15,Male,9,44.0,51.7,90.9,Art,2027,7,47.85,-1,1,Medium,Low
11,Male,5,75.5,77.1,84.5,Sports,2031,7,76.3,-1,5,Low,Medium
8,Male,2,54.2,56.7,98.7,None,2034,6,55.45,-1,8,High,Low
10,Female,4,100.0,91.3,91.4,Sports,2032,6,95.65,-1,6,Medium,High
7,Female,3,49.7,51.4,89.6,Art,2033,6,50.55,1,7,Medium,Low
16,Male,10,47.1,50.8,93.4,None,2026,6,48.95,-1,0,Medium,Low
8,Male,4,73.7,70.1,88.1,Art,2032,6,71.9,1,6,Medium,Medium
10,Female,4,88.9,85.5,91.7,None,2032,7,87.2,-1,6,Medium,High
18,Female,12,67.0,72.4,83.8,Sports,2024,6,69.7,-1,-2,Low,Medium
13,Male,7,74.6,77.0,96.4,None,2029,7,75.8,-1,3,High,Medium
11,Male,6,38.3,50.0,90.5,None,2030,7,44.15,0,4,Medium,Low
13,Female,7,55.8,63.9,96.8,Art,2029,6,59.849999999999994,-1,3,High,Low
16,Female,11,49.9,55.0,90.0,Science Club,2025,7,52.45,0,-1,Medium,Low
9,Female,4,37.6,46.5,90.3,Music,2032,7,42.05,0,6,Medium,Low
14,Female,9,67.8,60.8,84.9,None,2027,6,64.3,0,1,Low,Medium
17,Female,12,32.4,50.5,94.8,None,2024,6,41.45,0,-2,Medium,Low
13,Male,8,46.2,53.8,86.6,None,2028,7,50.0,0,2,Medium,Low
11,Male,7,57.9,62.8,88.6,None,2029,6,60.349999999999994,1,3,Medium,Medium
7,Male,2,53.5,60.3,91.0,Science Club,2034,6,56.9,0,8,Medium,Low
9,Male,4,71.9,71.4,91.6,Science Club,2032,6,71.65,0,6,Medium,Medium
18,Male,12,70.6,69.7,82.5,Music,2024,6,70.15,-1,-2,Low,Medium
13,Male,8,79.4,77.3,89.8,None,2028,6,78.35,0,2,Medium,Medium
9,Female,3,77.3,72.8,95.0,None,2033,7,75.05,-1,7,Medium,Medium
11,Male,5,83.1,78.7,89.1,Science Club,2031,7,80.9,-1,5,Medium,High
13,Male,9,66.0,67.4,89.9,Music,2027,7,66.7,1,1,Medium,Medium
12,Female,6,70.6,72.0,91.8,Art,2030,7,71.3,-1,4,Medium,Medium
15,Female,10,73.7,70.0,90.4,None,2026,7,71.85,0,0,Medium,Medium
9,Female,5,68.1,73.5,85.8,None,2031,7,70.8,1,5,Medium,Medium
14,Female,10,60.0,64.4,90.8,Sports,2026,6,62.2,1,0,Medium,Medium
11,Female,5,61.0,63.8,96.0,Sports,2031,6,62.4,-1,5,High,Medium
18,Male,12,53.7,59.8,85.7,Art,2024,6,56.75,-1,-2,Medium,Low
8,Male,3,72.3,68.2,89.1,Sports,2033,7,70.25,0,7,Medium,Medium
7,Female,2,64.6,63.0,84.1,None,2034,7,63.8,0,8,Low,Low
12,Male,8,56.1,60.0,95.7,Art,2028,7,58.05,1,2,High,Low
12,Male,6,56.1,61.5,90.5,Art,2030,6,58.8,-1,4,Medium,Medium
14,Male,8,47.8,52.6,86.7,Sports,2028,6,50.2,-1,2,Medium,Low
11,Male,5,80.7,74.0,91.5,Art,2031,6,77.35,-1,5,Medium,Medium
17,Male,12,67.2,76.8,85.0,None,2024,6,72.0,0,-2,Low,Medium
12,Male,6,53.1,59.5,85.8,Art,2030,7,56.3,-1,4,Medium,Low
7,Female,2,78.1,74.6,83.7,Sports,2034,6,76.35,0,8,Low,Medium
7,Female,1,57.6,60.5,85.7,Music,2035,7,59.05,-1,9,Medium,Low
18,Male,12,44.9,56.1,97.8,None,2024,7,50.5,-1,-2,High,Low
7,Female,3,81.3,71.7,87.3,None,2033,6,76.5,1,7,Medium,Medium
18,Male,12,57.9,62.4,93.3,Sports,2024,7,60.15,-1,-2,Medium,Medium
9,Female,3,59.9,66.4,86.8,Science Club,2033,6,63.150000000000006,-1,7,Medium,Medium
7,Female,3,66.6,74.3,94.8,Sports,2033,6,70.44999999999999,1,7,Medium,Medium
9,Male,4,83.1,74.1,85.9,Science Club,2032,7,78.6,0,6,Medium,Medium
13,Female,7,66.3,61.5,91.2,Sports,2029,7,63.9,-1,3,Medium,Medium
11,Female,6,48.0,55.1,91.3,None,2030,6,51.55,0,4,Medium,Low
16,Female,12,74.2,70.5,100.0,None,2024,7,72.35,1,-2,High,Medium
